date,close,high,low,open,volume,daily_returns,cumulative_returns,ma_20,ma_50,ma_200,rolling_volatility_20,year_over_year_growth,cagr,ma_3_month
2026-01-19,1413.599976,1450.599976,1403.300049,1450.599976,20386611,,,,,,,21.176057866155283,-0.04092778733380875,
2026-01-16,1457.900024,1480.0,1455.099976,1458.800049,17167161,0.031338461199860834,0.031338461199860834,,,,,21.176057866155283,-0.04092778733380875,
2026-01-15,1458.800049,1458.800049,1458.800049,1458.800049,0,0.0006173434290306368,0.03197515122198924,,,,,21.176057866155283,-0.04092778733380875,
2026-01-14,1458.800049,1467.0,1440.199951,1444.0,8321764,0.0,0.03197515122198924,,,,,21.176057866155283,-0.04092778733380875,
2026-01-13,1452.800049,1485.800049,1444.699951,1485.0,13499760,-0.0041129694258736915,0.027730668976751804,,,,,21.176057866155283,-0.04092778733380875,
2026-01-12,1483.199951,1485.300049,1451.0,1475.300049,8883745,0.020925041970452307,0.04923597635941146,,,,,21.176057866155283,-0.04092778733380875,
2026-01-09,1475.300049,1479.900024,1465.0,1465.0,8335311,-0.005326255569705118,0.04364747739639219,,,,,21.176057866155283,-0.04092778733380875,
2026-01-08,1470.599976,1503.900024,1468.800049,1500.0,16518684,-0.003185842095772884,0.040322581329755636,,,,,21.176057866155283,-0.04092778733380875,
2026-01-07,1504.199951,1520.0,1498.0,1510.0,11199340,0.022847800590471534,0.06409166421774248,,,,,21.176057866155283,-0.04092778733380875,
2026-01-06,1507.599976,1569.0,1496.300049,1569.0,27417125,0.002260354414810095,0.0664968885087196,,,,,21.176057866155283,-0.04092778733380875,
2026-01-05,1578.099976,1611.800049,1575.300049,1593.0,8704973,0.046763067870996045,0.11636955489025902,,,,,21.176057866155283,-0.04092778733380875,
2026-01-02,1592.300049,1594.599976,1578.199951,1580.0,6602230,0.008998208742130975,0.1264148811785215,,,,,21.176057866155283,-0.04092778733380875,
2026-01-01,1575.599976,1592.5,1571.099976,1573.699951,6408128,-0.010488018894735274,0.11460102062141009,,,,,21.176057866155283,-0.04092778733380875,
2025-12-31,1570.400024,1577.0,1541.0,1541.0,5771830,-0.003300299618689495,0.1109225032980623,,,,,,-0.04092778733380875,
2025-12-30,1539.800049,1553.599976,1537.800049,1547.0,8815884,-0.019485465188709195,0.08927566153269417,,,,,,-0.04092778733380875,
2025-12-29,1545.599976,1558.099976,1543.599976,1554.900024,5972105,0.0037666754224139343,0.09337860939522313,,,,,,-0.04092778733380875,
2025-12-26,1559.199951,1561.0,1554.300049,1554.699951,2311495,0.008799155804334768,0.10299941813241853,,,,,,-0.04092778733380875,
2025-12-25,1558.199951,1558.199951,1558.199951,1558.199951,0,-0.0006413545609456062,0.10229200442487896,,,,,,-0.04092778733380875,
2025-12-24,1558.199951,1575.699951,1553.599976,1572.699951,8815745,0.0,0.10229200442487896,,,,,,-0.04092778733380875,
2025-12-23,1570.699951,1580.900024,1568.099976,1580.900024,7506564,0.00802207700749702,0.11113467576912361,1516.5449952,,,,,-0.04092778733380875,
2025-12-22,1575.400024,1577.5,1565.300049,1573.5,10184852,0.0029923429977873894,0.11445957183576017,1524.6349976,,,0.015083691883620841,,-0.04092778733380875,
2025-12-19,1565.099976,1574.199951,1551.0,1554.400024,13937275,-0.006538052458478383,0.10717317669224458,1529.9949952,,,0.01401388041901435,,-0.04092778733380875,
2025-12-18,1544.400024,1551.5,1535.199951,1535.199951,6580829,-0.013225961483242621,0.09252974690203364,1534.27499395,,,0.01450460533814567,,-0.04092778733380875,
2025-12-17,1544.400024,1550.0,1539.300049,1550.0,7116649,0.0,0.09252974690203364,1538.5549927,,,0.01450460533814567,,-0.04092778733380875,
2025-12-16,1542.300049,1551.699951,1538.800049,1545.0,11731856,-0.0013597351511048794,0.09104419580154333,1543.0299927,,,0.014446958881374598,,-0.04092778733380875,
2025-12-15,1556.199951,1558.599976,1546.5,1551.199951,5774543,0.009012449950327461,0.10087717700980003,1546.6799927,,,0.013908530658767248,,-0.04092778733380875,
2025-12-12,1556.5,1559.800049,1546.099976,1550.800049,5106655,0.0001928087710112436,0.10108943578533358,1550.73999025,,,0.01379949687547506,,-0.04092778733380875,
2025-12-11,1545.0,1550.0,1524.0,1536.900024,4706197,-0.007388371345968481,0.09295417814862872,1554.45999145,,,0.013926397225126844,,-0.04092778733380875,
2025-12-10,1536.900024,1547.5,1531.400024,1534.0,7991629,-0.0052427029126213,0.08722414409548729,1556.0949951,,,0.013168658000072967,,-0.04092778733380875,
2025-12-09,1529.400024,1542.5,1520.099976,1540.300049,11503971,-0.004879953076245114,0.0819185412889405,1557.1849975,,,0.013233795880728145,,-0.04092778733380875,
2025-12-08,1543.0,1551.0,1535.0,1539.199951,11301491,0.008892360263229593,0.09153935073354957,1555.4299987,,,0.007975934296683983,,-0.04092778733380875,
2025-12-05,1540.599976,1545.800049,1520.599976,1530.400024,10183266,-0.0015554270900842715,0.08984154085752571,1552.84499505,,,0.0076140203500899735,,-0.04092778733380875,
2025-12-04,1535.599976,1560.5,1517.599976,1536.0,11867930,-0.003245488821168152,0.08630447231982785,1550.84499505,,,0.007337325093405852,,-0.04092778733380875,
2025-12-03,1538.800049,1552.400024,1533.0,1545.199951,6090883,0.002083923580368685,0.08856824782515504,1549.2649963,,,0.007357244380333623,,-0.04092778733380875,
2025-12-02,1546.300049,1567.5,1542.0,1561.099976,11389150,0.004873927580697712,0.09387385063170184,1549.5899963,,,0.006031007664788349,,-0.04092778733380875,
2025-12-01,1566.099976,1577.5,1563.599976,1575.0,8920233,0.012804712133847929,0.10788059039978459,1550.6149963,,,0.006619971269560898,,-0.04092778733380875,
2025-11-28,1567.5,1581.300049,1563.0,1568.0,8959508,0.0008939556997988873,0.1088709865682691,1551.02999875,,,0.00633974202259252,,-0.04092778733380875,
2025-11-27,1563.400024,1575.5,1556.0,1575.0,9794643,-0.0026156146730462737,0.10597060734528574,1551.2900023999998,,,0.006370214905794795,,-0.04092778733380875,
2025-11-26,1569.900024,1571.599976,1540.5,1542.300049,14054299,0.004157605155569621,0.11056879644429296,1551.8750060500001,,,0.006431374705267371,,-0.04092778733380875,
